normalized_name,display_name_variants,variant_count,occurrence_count,recipe_count,dominant_kind,nutrition_match_status,nutrition_reference_name,nutrition_matched_alias,nutrition_source,calories_per_100g,protein_per_100g,fat_per_100g,carbs_per_100g,primary_ingredient_hits,quantity_examples,category_examples,recipe_examples,note_examples
peperoncino in polvere dolce,Peperoncino In Polvere Dolce (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Carne,Pampanella,
peperoncino in polvere piccante,Peperoncino In Polvere Piccante (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Carne,Pampanella,
peperoncino moderatamente piccante,Peperoncino Moderatamente Piccante (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Pesce,Triglie Ripiene Alla 'ngorda,
peperoncino o origano e mentuccia,Peperoncino (o Origano E Mentuccia) (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Contorno,Carciofi Alla Brace,
peperoncino o pepe,Peperoncino (o Pepe) (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Contorno,Patate Al Forno (3),
peperoncino o pepe nero,Peperoncino (o Pepe Nero) (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Primo,Orecchiette Con Cime Di Rape (3),
peperoncino o pomodori,Peperoncino (o Pomodori) (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Primo,Spaghetti Con I Gamberetti,
peperoncino piccante sbriciolato,Peperoncino Piccante Sbriciolato (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Cucchiaino (1),Antipasto,Teglia Gratinata,Preparazione: 15 minuti. Cottura: 15 minuti. Calorie: 151.
peperoncino piccante secco,Peperoncino Piccante Secco (1),1,1,1,ingredient,unmatched,,,,,,,,0,1/2 Cucchiaino (1),Pollame,Petto Di Tacchino In Agrodolce,
peperoncino piccante secco senza semi,Peperoncino Piccante Secco Senza Semi (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Contorno,Frittata Col Peperoncino,Luogo: Basilicata.
peperoncino punta,Peperoncino (punta) (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Primo,Pasta Alla Rucola,
peperoncino rosso a piacere,Peperoncino Rosso A Piacere (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Contorno,Insalata Piccante,
peperoncino rosso facoltativo,Peperoncino Rosso (facoltativo) (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Pizzico (1),Primo,Pastasciutta Notturna,
peperoncino rosso fresco,Peperoncino Rosso Fresco (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Pesce,Calamari Alle Erbette,
peperoncino rosso piccante in polvere,Peperoncino Rosso Piccante In Polvere (1),1,1,1,ingredient,unmatched,,,,,,,,0,1/3 Cucchiaino (1),Primo,Fusilli Alla Silana,Luogo: Calabria.
peperoncino secco macinato,Peperoncino Secco Macinato (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Contorno,Misto Campagnolo,
peperoncino secco privo di semi sbriciolato,Peperoncino Secco Privo Di Semi Sbriciolato (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Contorno,Composta Alla Trinitapolese,
peperoncino senza semi,Peperoncino Senza Semi (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Pezzetto (1),Contorno,Insalata All'abruzzese,Luogo: Abruzzo.
peperoncino spezzettato,Peperoncino Spezzettato (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Primo,"Spaghetti Aglio, Oglio E Peperoncino (2)",
peperoncino tagliato a pezzetti,Peperoncino Tagliato A Pezzetti (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Pizzico (1),Primo,Spaghettini Con Manzo Speziato,
peperoncino tagliuzzato,Peperoncino Tagliuzzato (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Primo,Pasta E Patate 'a Ra Tieddra',Luogo: Calabria.
peperoncino tritato a volonta,Peperoncino Tritato A Volontà (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Contorno,Huevos Rancheros,Luogo: Messico. Luogo: Stati Uniti.
peperoncino tritato facoltativo,Peperoncino Tritato (facoltativo) (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Salsa,Ragù Di Carne Dietetico,
peperoncino verde piccante tritato,Peperoncino Verde Piccante Tritato (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Contorno,Quiche Alla Crema Di Piselli,Preparazione: 90 minuti.
peperoncino verde privato dei semi,Peperoncino Verde Privato Dei Semi (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Salsa,Guacamole Con Chiles,Luogo: Messico.
peperoncino verde privato dei semi e tritato,Peperoncino Verde Privato Dei Semi E Tritato (1),1,1,1,ingredient,unmatched,,,,,,,,0,120 G (1),Antipasto,Tacos De Queso,Luogo: Messico.
peperoncino verde tagliato,Peperoncino Verde Tagliato (1),1,1,1,ingredient,unmatched,,,,,,,,0,100 G (1),Antipasto,Amigo Rollups,
peperone 70 g,Peperone (70 G) (1),1,1,1,ingredient,unmatched,,,,,,,,0,1/2 (1),Antipasto,Prosciutto Con Peperoni E Pompelmo,
peperone a fette,Peperone A Fette (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Salsa,Salsa (3),
peperone a fettine,Peperone A Fettine (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Contorno,Verdure Alla Cinese,Luogo: Cina.
peperone a listerelle,Peperone A Listerelle (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Antipasto,Pizza Ai Peperoni,
peperone a strisce,Peperone A Strisce (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Primo,Arroz Con Pollo,Luogo: Messico.
peperone corno di bue giallo,Peperone Corno Di Bue Giallo (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Primo,Vermicelli Ai Peperoni,
peperone corno di bue rosso,Peperone Corno Di Bue Rosso (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Primo,Vermicelli Ai Peperoni,
peperone di voghera,Peperone Di Voghera (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Carne,Tagliata Di Manzo Con Verdure Alla Griglia,Preparazione: 30 minuti.
peperone dolce,Peperone Dolce (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Primo,Fiocchetti Alla Contadina,
peperone giallo a dadini,Peperone Giallo A Dadini (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Falda (1),Antipasto,Insalata Di Gamberi E Ananas,
peperone giallo a striscioline,Peperone Giallo A Striscioline (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Pezzo (1),Primo,Farfalle Impazzite,
peperone giallo grande e carnoso,Peperone Giallo Grande E Carnoso (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Contorno,Insalata Di Peperoni,Preparazione: 20 minuti. Cottura: 15 minuti.
peperone giallo in agrodolce,Peperone Giallo In Agrodolce (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Contorno,Pomodori Farciti (2),
peperone giallo in salamoia,Peperone Giallo In Salamoia (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Contorno,Patate In Insalata,
peperone grande,Peperone Grande (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Primo,Gazpacho Catalano,Luogo: Spagna.
peperone grande arrostito e spellato,Peperone Grande Arrostito E Spellato (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Salsa,Salsa Di Peperoni (2),
peperone oppure 3 falde di peperoni di colori diversi,Peperone (oppure 3 Falde Di Peperoni Di Colori Diversi) (1),1,1,1,ingredient,unmatched,,,,,,,,0,1/2 (1),Antipasto,Cestini Profumati Agli Ortaggi,Preparazione: 15 minuti. Cottura: 20 minuti.
peperone piccolo,Peperone Piccolo (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Salsa,Salsa Alla Nizzarda,Luogo: Francia. Luogo: Nizza.
peperone polposo,Peperone Polposo (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Contorno,Insalata All'abruzzese,Luogo: Abruzzo.
peperone quadrato giallo,Peperone Quadrato Giallo (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Pesce,Baccalà Con I Peperoni (2),
peperone quadrato rosso,Peperone Quadrato Rosso (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Pesce,Baccalà Con I Peperoni (2),
peperone rosso a 4 punte,Peperone Rosso A 4 Punte (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Contorno,Insalata Rossa Di Melanzane,
peperone rosso a striscioline,Peperone Rosso A Striscioline (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Pezzo (1),Primo,Farfalle Impazzite,
peperone rosso al naturale in scatola,Peperone Rosso Al Naturale In Scatola (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Primo,Pizza Alla Parigina,Luogo: Francia. Luogo: Parigi. Preparazione: 60 minuti. Cottura: 30 minuti. Riposo: 20 minuti.
peperone rosso arrostito,Peperone Rosso Arrostito (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Pollame,Arrosto Freddo Di Pollo,Preparazione: 60 minuti.
peperone rosso arrostito o 1 peperone giallo arrostito,Peperone Rosso Arrostito (o 1 Peperone Giallo Arrostito) (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Pollame,Insalata Di Pollo (5),Luogo: Toscana.
peperone rosso dolce seccato e macinato,Peperone Rosso Dolce Seccato E Macinato (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Cucchiaio (1),Primo,Spaghetti Ai Crostini,Luogo: Calabria.
peperone rosso fresco,Peperone Rosso Fresco (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Antipasto,Involtini Primavera Con Salsa Piccante,Preparazione: 30 minuti. Calorie: 321.
peperone rosso fresco 40 g,Peperone Rosso Fresco (40 G) (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Falda (1),Antipasto,Sfogliatine Di Carne E Verdura,Preparazione: 30 minuti + lo scongelamento della pasta. Calorie: 393.
peperone rosso fresco carnoso,Peperone Rosso Fresco Carnoso (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Contorno,Peperoni In Salsa,
peperone rosso in agrodolce,Peperone Rosso In Agrodolce (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Falda (1),Carne,Fettine Di Vitello In Salsa D'olive,
peperone rosso in salamoia,Peperone Rosso In Salamoia (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Contorno,Cavolfiore Bicolore Al Peperone,
peperone rosso o giallo dolce,Peperone Rosso (o Giallo Dolce) (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Antipasto,Antipasto Del Vegetariano,
peperone rosso o peperone giallo,Peperone Rosso (o Peperone Giallo) (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Contorno,Pomodori Farciti Di Verdure,Preparazione: 45 minuti.
peperone rosso piccante,Peperone Rosso Piccante (1),1,1,1,ingredient,unmatched,,,,,,,,1,1 (1),Salsa,Salsa Piccante Con Pomodoro Crudo,
peperone rosso piccante fresco o secco,Peperone Rosso Piccante (fresco O Secco) (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Primo,Maccheroni Ai Broccoli,
peperone rosso piccante macinato,Peperone Rosso Piccante Macinato (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Cucchiaio (1),Primo,Tagliatelle Di San Giuseppe,Luogo: Calabria.
peperone rosso piccante o secco,Peperone Rosso Piccante O Secco (1),1,1,1,ingredient,unmatched,,,,,,,,0,Alcuni Pezzi (1),Primo,Pasta E Broccoli (3),
peperone rosso sott aceto e peperone giallo sott aceto,Peperone Rosso Sott'aceto E Peperone Giallo Sott'aceto (1),1,1,1,ingredient,unmatched,,,,,,,,0,5 Falde (1),Contorno,Corona In Salsa,
peperone rosso sott aceto tritato,Peperone Rosso Sott'aceto Tritato (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 Falde (1),Antipasto,Tronchetti Gran Galà,
peperone rosso sott olio,Peperone Rosso Sott'olio (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Falda Grande (1),Antipasto,Aspic Di Aragosta,
peperone rosso tritato finemente,Peperone Rosso Tritato Finemente (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Cucchiaio (1),Contorno,Frittelle Di Patate Speziate,Luogo: India. Preparazione: 40 minuti. Cottura: 75 minuti.
peperone secco di senise a scaglie,Peperone Secco Di Senise A Scaglie (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 Cucchiai (1),Primo,Lasagne Coi Peperoni Secchi,
peperone sott aceto falde tritate,Peperone Sott'aceto (falde Tritate) (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 Falde (1),Contorno,Peperoni Ripieni Di Riso (2),Luogo: Stati Uniti. Luogo: Messico. Luogo: California.
peperone sott aceto tagliato a dadolini,Peperone Sott'aceto Tagliato A Dadolini (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 Cucchiai (1),Antipasto,Antipasto Lugano,Luogo: Svizzera. Luogo: Lugano.
peperone spellato,Peperone Spellato (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Pesce,Baccalà Alla Viscaina,
peperone tagliato,Peperone Tagliato (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Antipasto,Salsa (2),
peperone verde 70 g,Peperone Verde (70 G) (1),1,1,1,ingredient,unmatched,,,,,,,,0,1/2 (1),Contorno,Insalata Californiana,
peperone verde dolce a pezzetti,Peperone Verde Dolce A Pezzetti (1),1,1,1,ingredient,unmatched,,,,,,,,0,1/2 (1),Carne,Tas Kebab (2),Luogo: Grecia. Luogo: Turchia.
peperone verde facoltativo,Peperone Verde (facoltativo) (1),1,1,1,ingredient,unmatched,,,,,,,,0,1/2 (1),Contorno,Gratin Di Pomodori,Preparazione: 20 minuti. Cottura: 30 minuti.
peperone verde fresco,Peperone Verde Fresco (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Pesce,Scampi Messicani,Luogo: Messico.
peperone verde fresco carnoso,Peperone Verde Fresco Carnoso (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Contorno,Peperoni In Salsa,
peperone verde privato dei semi e tritato,Peperone Verde Privato Dei Semi E Tritato (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Pesce,Pescado Relleno,Luogo: Messico.
peperone verde senza semi tritato,Peperone Verde Senza Semi Tritato (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Pollame,Pollo All'indiana,Luogo: India.
peperone verde sminuzzato,Peperone Verde Sminuzzato (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Primo,Maccheroni Al Forno (3),
peperone verde sott aceto,Peperone Verde Sott'aceto (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Antipasto,Antipasto Milleluci,
peperone verde tagliato a cubetti,Peperone Verde Tagliato A Cubetti (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 (1),Primo,Gazpacho,Luogo: Spagna.
peperone verde tritato finemente,Peperone Verde Tritato Finemente (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Cucchiaio (1),Contorno,Frittelle Di Patate Speziate,Luogo: India. Preparazione: 40 minuti. Cottura: 75 minuti.
peperoni a strisce sottili,Peperoni A Strisce Sottili (1),1,1,1,ingredient,unmatched,,,,,,,,0,3 (1),Pesce,Porkolt Di Carpa,
peperoni a tocchetti,Peperoni A Tocchetti (1),1,1,1,ingredient,unmatched,,,,,,,,0,200 G (1),Contorno,Caponata In Agrodolce,
peperoni all aceto di vino,Peperoni All'aceto Di Vino (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Carne,Spuntatelle Di Maiale Con Peperoni All'aceto,Luogo: Ciociaria. Luogo: Lazio.
peperoni arancioni,Peperoni Arancioni (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Primo,Insalata Di Riso E Astice,
peperoni arrostiti,Peperoni Arrostiti (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Primo,Nidi Ai Peperoni,
peperoni corno di bue rossi e verdi piccoli,Peperoni Corno Di Bue Rossi E Verdi Piccoli (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Primo,Ziti Con La 'duja,
peperoni crudi,Peperoni Crudi (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Contorno,"Insalata Di Ravanelli, Rucola E Peperoni",
peperoni crudi o arrostiti,Peperoni Crudi O Arrostiti (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Salsa,Bagna Cauda (3),
peperoni di senise secchi macinati,Peperoni Di Senise Secchi Macinati (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Cucchiaio (1),Contorno,Zucchine Con Peperoni Secchi,
peperoni di vario colore,Peperoni Di Vario Colore (1),1,1,1,ingredient,unmatched,,,,,,,,0,4 (1),Contorno,Peperonata Delicata,
peperoni dolci a polpa grossa,Peperoni Dolci A Polpa Grossa (1),1,1,1,ingredient,unmatched,,,,,,,,0,3 (1),Pollame,Pollo Alla Ciociara,Luogo: Lazio. Luogo: Ciociaria.
peperoni dolci arrostiti a dadini,Peperoni Dolci Arrostiti A Dadini (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Cucchiaio (1),Salsa,Salsa Percale,
peperoni dolci tagliati a julienne,Peperoni Dolci Tagliati A Julienne (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Contorno,Patate In Padella,
peperoni gialli affettati,Peperoni Gialli Affettati (1),1,1,1,ingredient,unmatched,,,,,,,,0,200 G (1),Pesce,Espada Al Tegame,Luogo: Portogallo.
peperoni gialli dolci,Peperoni Gialli Dolci (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Carne,Castrato Alla Baracca,Luogo: Molise.
peperoni gialli dolci grandi,Peperoni Gialli Dolci Grandi (1),1,1,1,ingredient,unmatched,,,,,,,,0,3 (1),Antipasto,Peperoni All'acciuga,
peperoni gialli e peperoni rossi grandi,Peperoni Gialli E Peperoni Rossi Grandi (1),1,1,1,ingredient,unmatched,,,,,,,,0,8 (1),Contorno,Peperoni Arrostiti All'insalata,
peperoni gialli e peperoni verdi,Peperoni Gialli E Peperoni Verdi (1),1,1,1,ingredient,unmatched,,,,,,,,0,3 (1),Contorno,Peperonata Con Acciughe,
peperoni gialli e rossi,Peperoni Gialli E Rossi (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Pollame,Pollo Alla Romana Coi Peperoni,Luogo: Lazio. Luogo: Roma.
peperoni gialli e rossi grandi,Peperoni Gialli E Rossi Grandi (1),1,1,1,ingredient,unmatched,,,,,,,,0,4 (1),Contorno,Capunatina,
peperoni gialli e rossi sott aceto,Peperoni Gialli E Rossi Sott'aceto (1),1,1,1,ingredient,unmatched,,,,,,,,0,1 Vasetto (1),Carne,Maiale Ai Peperoni,
peperoni gialli e verdi,Peperoni Gialli E Verdi (1),1,1,1,ingredient,unmatched,,,,,,,,0,500 G (1),Contorno,Fritto Di Verdure Alla Murciana (2),
peperoni gialli freschi carnosi,Peperoni Gialli Freschi Carnosi (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Contorno,Peperoni In Salsa,
peperoni gialli grandi carnosi,Peperoni Gialli Grandi Carnosi (1),1,1,1,ingredient,unmatched,,,,,,,,0,330 G (1),Contorno,Composta Alla Trinitapolese,
peperoni gialli grandi e carnosi,Peperoni Gialli Grandi E Carnosi (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Antipasto,Crostoni Ai Peperoni,
peperoni gialli non piccanti,Peperoni Gialli Non Piccanti (1),1,1,1,ingredient,unmatched,,,,,,,,0,Alcuni (1),Contorno,Peperoni Agrodolci,
peperoni gialli o rossi,Peperoni Gialli O Rossi (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Contorno,Bistecche Di Soia Con Cipolla E Peperone,
peperoni gialli piccoli,Peperoni Gialli Piccoli (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Antipasto,Crocchette Al Sapore Di Peperone,
peperoni gialli rossi e verdi,"Peperoni Gialli, Rossi E Verdi (1)",1,1,1,ingredient,unmatched,,,,,,,,0,4 (1),Pollame,Pollo Profumato,
peperoni gialli sodi carnosi,Peperoni Gialli Sodi Carnosi (1),1,1,1,ingredient,unmatched,,,,,,,,0,4 (1),Contorno,Peperoni Al Forno,
peperoni gialli sodi e carnosi,Peperoni Gialli Sodi E Carnosi (1),1,1,1,ingredient,unmatched,,,,,,,,0,4 (1),Antipasto,Involtini Di Peperoni E Acciughe,
peperoni gialli spellati,Peperoni Gialli Spellati (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Antipasto,Bocconcini Freddi Di Ricotta Ai Sapori Vari,
peperoni gialli spessi,Peperoni Gialli Spessi (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Contorno,Insalata Di Peperoni E Tonno,
peperoni grandi carnosi,Peperoni Grandi Carnosi (1),1,1,1,ingredient,unmatched,,,,,,,,0,4 (1),Contorno,Peperoni Con Olive,
peperoni grandi carnosi tagliati a liste,Peperoni Grandi Carnosi Tagliati A Liste (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Carne,Costolette D'agnello Alla Cosentina,Luogo: Calabria. Luogo: Cosenza.
peperoni grandi dolci senza semi a liste,Peperoni Grandi Dolci Senza Semi A Liste (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Contorno,Orto Lucano,Luogo: Basilicata. Luogo: Lucania.
peperoni grigliati,Peperoni Grigliati (1),1,1,1,ingredient,unmatched,,,,,,,,0,200 G (1),Primo,Riso Freddo E Gamberi,
peperoni in agrodolce,Peperoni In Agrodolce (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Pesce,Ricciola Ai Peperoni,
peperoni piccoli a fette,Peperoni Piccoli A Fette (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Carne,Kebab In Terrine,Luogo: Turchia.
peperoni piccoli rossi o peperoni piccoli gialli,Peperoni Piccoli Rossi (o Peperoni Piccoli Gialli) (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Primo,Risotto Del Fattore,
peperoni piccoli sott aceto,Peperoni Piccoli Sott'aceto (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Pesce,Baccalà In Teglia,Luogo: Molise. Luogo: Campobasso.
peperoni piuttosto grandi,Peperoni Piuttosto Grandi (1),1,1,1,ingredient,unmatched,,,,,,,,0,4 (1),Contorno,Peperoni Farciti Al Formaggio,
peperoni quadrati gialli,Peperoni Quadrati Gialli (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Contorno,Peperoni Ammollicati,
peperoni quadrati rossi,Peperoni Quadrati Rossi (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Contorno,Peperoni Ammollicati,
peperoni quadrato d asti rossi e gialli,Peperoni Quadrato D'asti Rossi E Gialli (1),1,1,1,ingredient,unmatched,,,,,,,,0,3 (1),Antipasto,Involtini Di Peperoni (5),
peperoni rossi a fette sottili,Peperoni Rossi A Fette Sottili (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Primo,Ratatouille En Salade,Luogo: Francia.
peperoni rossi affettati,Peperoni Rossi Affettati (1),1,1,1,ingredient,unmatched,,,,,,,,0,200 G (1),Pesce,Espada Al Tegame,Luogo: Portogallo.
peperoni rossi al naturale,Peperoni Rossi Al Naturale (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Contorno,Crema Ai Peperoni,
peperoni rossi arrostiti,Peperoni Rossi Arrostiti (1),1,1,1,ingredient,unmatched,,,,,,,,0,,Primo,Pasta Alla Greca,Luogo: Grecia.
peperoni rossi carnosi,Peperoni Rossi Carnosi (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Carne,Fettine Di Vitello Coi Peperoni,
peperoni rossi dolci grandi,Peperoni Rossi Dolci Grandi (1),1,1,1,ingredient,unmatched,,,,,,,,0,3 (1),Antipasto,Peperoni All'acciuga,
peperoni rossi e peperoni gialli,Peperoni Rossi E Peperoni Gialli (1),1,1,1,ingredient,unmatched,,,,,,,,0,1000 G (1),Contorno,Peperoni In Agrodolce (6),
peperoni rossi grandi carnosi,Peperoni Rossi Grandi Carnosi (1),1,1,1,ingredient,unmatched,,,,,,,,0,330 G (1),Contorno,Composta Alla Trinitapolese,
peperoni rossi non piccanti,Peperoni Rossi Non Piccanti (1),1,1,1,ingredient,unmatched,,,,,,,,0,Alcuni (1),Contorno,Peperoni Agrodolci,
peperoni rossi peperoni gialli e peperoni verdi,"Peperoni Rossi, Peperoni Gialli E Peperoni Verdi (1)",1,1,1,ingredient,unmatched,,,,,,,,0,1000 G (1),Contorno,Peperoni In Agrodolce (5),
peperoni rossi puliti,Peperoni Rossi Puliti (1),1,1,1,ingredient,unmatched,,,,,,,,0,400 G (1),Antipasto,Terrina Di Peperoni Rossi Con Salsa Alla Lattuga,
peperoni rossi sminuzzati,Peperoni Rossi Sminuzzati (1),1,1,1,ingredient,unmatched,,,,,,,,0,1000 G (1),Pesce,Urta,Luogo: Spagna.
peperoni rossi sodi e peperoni gialli sodi,Peperoni Rossi Sodi E Peperoni Gialli Sodi (1),1,1,1,ingredient,unmatched,,,,,,,,0,1000 G (1),Contorno,Peperoni In Agrodolce (7),
peperoni rossi sott aceto,Peperoni Rossi Sott'aceto (1),1,1,1,ingredient,unmatched,,,,,,,,0,100 G (1),Carne,Aspic Di Carne In Gelatina,
peperoni rossi sott aceto in falde,Peperoni Rossi Sott'aceto In Falde (1),1,1,1,ingredient,unmatched,,,,,,,,0,40 G (1),Antipasto,Wurstel In Insalata,Preparazione: 15 minuti. Calorie: 444.
peperoni rossi spessi,Peperoni Rossi Spessi (1),1,1,1,ingredient,unmatched,,,,,,,,0,2 (1),Contorno,Insalata Di Peperoni E Tonno,
peperoni rossi tagliati a dadini,Peperoni Rossi Tagliati A Dadini (1),1,1,1,ingredient,unmatched,,,,,,,,0,400 G (1),Pollame,Pollo All'aragonese,
peperoni rosso gialli,Peperoni Rosso-gialli (1),1,1,1,ingredient,unmatched,,,,,,,,0,3 (1),Pollame,Insalata Di Peperoni E Pollo,
